TEXT,NUM_VIDEOS,VIDEOS,FRAME_COUNTS
thích thú,3,W03252N.mp4; W03252B.mp4; W03252T.mp4,106; 122; 142
thím,1,W03272.mp4,116
thóc (gạo),1,W03278.mp4,124
thói quen,3,D0029N.mp4; D0029T.mp4; D0029B.mp4,117; 117; 129
thông báo,1,W03285.mp4,113
thông cảm,1,W03286.mp4,221
thông minh,3,W03288B.mp4; W03288T.mp4; W03288N.mp4,88; 72; 72
thông qua,1,W03289.mp4,129
thông thường,1,W03291.mp4,123
thông tin,3,W03292T.mp4; W03292N.mp4; W03292B.mp4,70; 70; 101
thù lao,1,W03319.mp4,117
thùng,1,W03330.mp4,125
thú dữ,3,W03323N.mp4; W03323T.mp4; W03323B.mp4,85; 85; 96
thú y,3,W03324B.mp4; W03324N.mp4; W03324T.mp4,116; 104; 104
thúc đẩy,1,W03328.mp4,110
thăm hỏi,3,W03197T.mp4; W03197N.mp4; W03197B.mp4,129; 93; 129
thăng bằng,1,W03199.mp4,86
thơm,3,W03314B.mp4; W03314N.mp4; W03314T.mp4,113; 87; 87
thư giãn,1,W03354.mp4,128
thương (số),1,W03370.mp4,112
thương mại,1,D0306.mp4,105
thương yêu,6,W03373B.mp4; W03373N.mp4; W03373T.mp4; W03450B.mp4; W03450T.mp4; W03450N.mp4,127; 80; 127; 102; 114; 114
thường xuyên,4,D0156N.mp4; D0156B.mp4; D0156.mp4; D0156T.mp4,139; 110; 163; 139
thả diều,1,W03139.mp4,110
thả mồi,1,W03140.mp4,83
thản nhiên,1,W03163.mp4,100
thấp hơn,1,W03215.mp4,101
thấp nhất,1,W03216.mp4,103
thần chết,1,W03210.mp4,92
thần kinh,1,W03211N.mp4,94
thần kì,1,W03445.mp4,107
thầy cô,3,W03222N.mp4; W03222B.mp4; W03222T.mp4,93; 166; 93
thầy cúng,1,W03223.mp4,96
thầy giáo,3,W03224B.mp4; W03224N.mp4; W03224T.mp4,98; 97; 97
thận,1,W03214.mp4,97
thập thò,1,W03219.mp4,109
thật thà,1,W03221.mp4,97
thắc mắc,1,W03196.mp4,95
thắng lợi,1,W03203.mp4,101
thắp đèn,1,D0450.mp4,98
thẳng hàng (Toán học),1,W03201.mp4,84
thẳng tắp,1,W03202.mp4,123
thẻ,1,W03230.mp4,88
thế hệ,1,W03237.mp4,111
thế nào?,3,W03239T.mp4; W03239N.mp4; W03239B.mp4,75; 75; 101
thề,1,W03233.mp4,89
thềm,1,W03241.mp4,134
thị giác,1,W03247.mp4,138
thị lực,1,W03248.mp4,142
thịnh vượng,1,D0340.mp4,103
thối,1,D0381.mp4,103
thống nhất,1,W03294.mp4,131
thống nhất đất nước,1,D0304.mp4,90
thổ dân,1,W01943.mp4,91
thổi,1,W03281.mp4,136
thổi bóng,1,W03282.mp4,142
thổi kèn,1,W03283.mp4,149
thờ cúng,1,W03299.mp4,122
thời gian biểu,1,W03303.mp4,125
thở,1,W03305.mp4,155
thở dài,1,W03300.mp4,167
thợ kim hoàn,1,W03306.mp4,134
thợ rèn,1,W03308.mp4,122
thợ thêu,1,W03309.mp4,142
thụ phấn (hoa),1,W03427.mp4,118
thủ công,3,W03320T.mp4; W03320B.mp4; W03320N.mp4,114; 144; 119
thủ tướng,3,W03321B.mp4; W03321N.mp4; W03321T.mp4,94; 136; 136
thủng,1,W03331.mp4,111
thủy chung,1,W03344.mp4,136
thứ tự,1,W03357.mp4,211
thừa,3,W03359N.mp4; W03359B.mp4; W03359T.mp4,66; 99; 66
thực hiện,1,W03365.mp4,114
thực hành,1,W03364.mp4,98
thực phẩm,1,W03366.mp4,76
thực sự,1,W03367.mp4,92
thực tế,1,W03368.mp4,76
thực vật,1,W03369.mp4,104
ti hí mắt,1,D0067.mp4,132
tia chớp,1,W03386.mp4,87
tia nắng,1,W03387.mp4,106
tia số,1,W03388.mp4,102
tim,1,W03431.mp4,118
tin cậy,1,W03435.mp4,93
tin học,1,W03436.mp4,116
tin nhắn,1,W03437.mp4,94
tin tức,1,W03438.mp4,79
tinh mắt,1,D0117.mp4,331
tinh trùng,1,W03342.mp4,94
tiêm,1,W03394.mp4,118
tiêu cực,1,W03424.mp4,100
tiêu diệt,1,W03425.mp4,95
tiêu hoá,1,W03426.mp4,104
tiếc,3,W03392B.mp4; W03392T.mp4; W03392N.mp4,133; 133; 180
tiến bộ,1,D0315.mp4,118
tiến sĩ,1,W03405.mp4,109
tiếng Anh,3,W03409N.mp4; W03409T.mp4; W03409B.mp4,69; 69; 122
tiếng nói,1,W03414.mp4,92
tiếp nhận,1,W03416.mp4,94
tiếp theo,1,W03418.mp4,82
tiếp thu,1,W03419.mp4,111
tiếp tân,1,D0003.mp4,125
tiếp tục,3,W03421N.mp4; W03421B.mp4; W03421T.mp4,68; 145; 68
tiết kiệm,3,W03422N.mp4; W03422B.mp4; W03422T.mp4,88; 191; 97
tiểu học,1,W03430.mp4,98
tiệc,1,W03393.mp4,85
tiện nghi,1,W03407.mp4,97
to lớn,1,W03466.mp4,129
toa lét,1,W03469.mp4,110
toa xe,3,W03471T.mp4; W03471N.mp4; W03471B.mp4,128; 128; 158
toà án,3,W03472N.mp4; W03472B.mp4; W03472T.mp4,145; 130; 145
toàn cầu,1,W03476.mp4,137
trang phục,1,W03537.mp4,152
trang trí,1,W03519.mp4,165
trang điểm,1,D0445.mp4,120
tranh luận,1,W03542.mp4,70
trao tặng,1,W03545.mp4,144
tre,3,W03571N.mp4; W03571T.mp4; W03571B.mp4,99; 117; 141
tri kỉ,1,W03238.mp4,113
triều cường,1,W03585.mp4,160
triều đình,1,W03587.mp4,134
triệu phú,1,W00069.mp4,101
trong khoảng,1,D0290.mp4,105
trong ngoài,3,W03611N.mp4; W03611B.mp4; W03611T.mp4,279; 125; 279
trong suốt,1,W03612.mp4,266
trong sáng,1,W03606.mp4,114
trung bình,1,W03638.mp4,128
trung thành,1,W03644.mp4,245
trung tâm,1,W03643.mp4,154
trung điểm,1,W03641.mp4,103
trung ương,1,W03646.mp4,127
truyền dịch,1,W03650.mp4,152
truyền thông,1,W03653.mp4,133
truyền thống,1,W03654.mp4,154
trà,1,W03524.mp4,128
trà nóng,1,D0404.mp4,128
trà sữa,1,D0405.mp4,133
trà đá,1,D0403.mp4,69
tràn ngập (nước),1,W03536.mp4,107
trách mắng,1,W03514.mp4,107
trách nhiệm,1,W03528.mp4,154
trái nghĩa,2,W03531T.mp4; W03531N.mp4,115; 115
tránh thai,1,W03544.mp4,131
trêu,1,W03573.mp4,155
trêu tức,1,W03575.mp4,159
trình bày,1,W03593.mp4,124
trình độ,1,W03594.mp4,247
trí khôn,1,W03576.mp4,118
trí thức,1,W03578.mp4,264
trò chơi,1,W03599.mp4,133
tròn,1,W03607.mp4,270
tròn trịa (mặt),1,W03605.mp4,138
trói tay,1,W03603.mp4,118
trông chờ,3,W03620B.mp4; W03620N.mp4; W03620T.mp4,132; 145; 145
trông coi,1,W03621.mp4,122
trông nhà,1,D0174.mp4,68
trông nom,3,W03622N.mp4; W03622B.mp4; W03622T.mp4,119; 133; 119
trùm chăn,1,W03637.mp4,131
trú mưa,1,W03632.mp4,142
trúng thưởng,1,W03648.mp4,90
trúng tuyển,3,W03649T.mp4; W03649B.mp4; W03649N.mp4,117; 144; 117
trăng,3,W03550B.mp4; W03550N.mp4; W03550T.mp4,140; 222; 222
trưng bày,1,W03666.mp4,122
trước,3,W03669B.mp4; W03669N.mp4; W03669T.mp4,118; 141; 118
trường PTCS (cấp 2),3,W03674N.mp4; W03674B.mp4; W03674T.mp4,137; 157; 137
trường THPT ( cấp 3),3,W03675T.mp4; W03675B.mp4; W03675N.mp4,129; 116; 129
trường hợp,1,W03672.mp4,257
trường mầm non,3,W03673B.mp4; W03673N.mp4; W03673T.mp4,159; 139; 139
trường tiểu học,2,W03663N.mp4; W03663T.mp4,130; 130
trưởng nhóm,1,W03676.mp4,126
trưởng thành,1,W03350.mp4,108
trại giam,1,W03517.mp4,108
trạm xe buýt,1,W03534.mp4,152
trạm y tế,1,W03535.mp4,136
trả (đt),1,W03525.mp4,91
trả lời,1,W03526.mp4,125
trả thù,1,W04065.mp4,139
trầm trồ,1,W03554.mp4,83
trần nhà,1,W03562.mp4,110
trắng muốt,3,W03552T.mp4; W03552N.mp4; W03552B.mp4,121; 121; 104
trắng tay,1,W03553.mp4,162
trẻ con/con nít,3,D0464B.mp4; D0464N.mp4; D0464T.mp4,92; 91; 91
trọc đầu,3,W03602N.mp4; W03602B.mp4; W03602T.mp4,134; 157; 134
trọng nam khinh nữ,1,W00728.mp4,80
trọng tài,1,W03614.mp4,142
trốn chạy,3,W03619B.mp4; W03619N.mp4; W03619T.mp4,136; 250; 250
trốn tìm,1,D0291.mp4,124
trống,1,W03624.mp4,163
trống (không có gì),1,W01284.mp4,92
trộm cắp,1,W03618.mp4,126
trộn (đt),1,W03626.mp4,121
trở thành,1,W03629.mp4,164
trục hoành,1,W03633.mp4,123
trục tung,1,W03634.mp4,117
trục xuất,1,W03635.mp4,111
trụi lá,3,W03636B.mp4; W03636N.mp4; W03636T.mp4,118; 214; 214
trứng,3,W03659B.mp4; W03659T.mp4; W03659N.mp4,119; 106; 116
trực nhật,1,W03657.mp4,129
trực tiếp,1,W03665.mp4,133
tung tăng,1,W03696.mp4,102
tuyên bố,1,W03701.mp4,127
tuyên ngôn,1,W03702.mp4,125
tuyên truyền,1,D0339.mp4,105
tuyệt vọng,1,W03708.mp4,144
tuân lệnh,1,W03683.mp4,108
tuân thủ,1,W03684.mp4,123
tuần,3,W03685T.mp4; W03685N.mp4; W03685B.mp4,94; 121; 121
tuần lễ người Điếc thế giới,3,D0053B.mp4; D0053T.mp4; D0053N.mp4,175; 175; 211
tuần này,3,D0416B.mp4; D0416N.mp4; D0416T.mp4,109; 105; 105
tuần sau,3,D0417N.mp4; D0417T.mp4; D0417B.mp4,113; 113; 110
tuần trăng mật,1,D0348.mp4,91
tuần trước,3,D0418N.mp4; D0418B.mp4; D0418T.mp4,93; 123; 98
tuốt lúa,1,W03699.mp4,144
tuổi thơ,1,W03698.mp4,110
tuổi thơ ấu,1,W03297.mp4,127
tuỷ sống,1,W03700.mp4,144
tài giỏi,1,W03063.mp4,109
tài năng,1,W03064.mp4,97
tài trợ,1,W03067.mp4,94
tàu hoả,3,W03085N.mp4; W03085B.mp4; W03085T.mp4,92; 93; 185
tàu ngầm,1,W03086.mp4,221
tàu thuyền,1,W03087.mp4,120
tàu thủy,1,W03088.mp4,105
tác dụng,1,W03054.mp4,102
tác giả,1,W03056.mp4,93
tác phẩm,1,W03058.mp4,83
tác động,2,W01301.mp4; W03055.mp4,80; 97
tách,1,W03059.mp4,101
tách lớp,1,W03060.mp4,93
tái phát,1,W03070.mp4,140
tái phạm,3,W03071B.mp4; W03071N.mp4; W03071T.mp4,84; 121; 121
tán thành,1,W03077.mp4,97
tát,1,W03084.mp4,86
tâm thần,1,W03103.mp4,91
tên là gì?,2,W03129N.mp4; W03129T.mp4,97; 126
tên riêng,1,W03130N.mp4,75
tìm hiểu,3,W03433B.mp4; W03433N.mp4; W03433T.mp4,136; 81; 136
tình cảm,1,W03447.mp4,135
tình cờ,1,W03448.mp4,148
tình huống,1,W03449.mp4,132
tình yêu,1,W03451.mp4,114
tí hon,1,W03383.mp4,100
tích (số),1,W03390.mp4,131
tích cực,1,W03391.mp4,104
tím tái,1,W03434.mp4,89
tính,1,W01313.mp4,132
tính chất,1,W03455.mp4,95
tính chất bằng nhau,1,W03456.mp4,126
tính chất cơ bản của phân số,1,W03457.mp4,158
tính chất giao hoán,1,W03458.mp4,107
tính chất kết hợp,1,W03459.mp4,110
tính cách,1,W03454.mp4,112
tính nhẩm,1,W03461.mp4,83
tính toán,1,W03463.mp4,142
tính từ,1,W03464.mp4,126
tò mò,2,W03467B.mp4; W03467T.mp4,148; 148
tòa soạn,1,W03473.mp4,115
tóc dài,1,D0428.mp4,111
tóc dựng đứng,1,W04007.mp4,120
tóc ngắn,3,D0429N.mp4; D0429B.mp4; D0429T.mp4,87; 112; 112
tóc xoăn,1,W03479.mp4,129
tóm cổ,1,W03480.mp4,146
tóm lược,1,W03481.mp4,137
tóm tắt,1,W03482.mp4,220
tô màu,3,W03486B.mp4; W03486T.mp4; W03486N.mp4,139; 139; 139
tôi yêu bạn,3,W04056B.mp4; W04056N.mp4; W04056T.mp4,111; 106; 111
tôi yêu bạn ấy,1,D0139.mp4,155
tôm hùm,1,D0385.mp4,133
tôn thờ,1,W03492.mp4,146
tôn trọng,2,W03491.mp4; W03501.mp4,111; 125
tù giam,1,W03678.mp4,142
túm tóc,1,W03692.mp4,122
tăm,1,W03100.mp4,104
tĩnh lặng,1,W03452.mp4,153
tươi cười,1,W03725.mp4,146
tương lai,1,D0288.mp4,98
tương ớt,3,D0111B.mp4; D0111N.mp4; D0111T.mp4,118; 136; 118
tương ứng,1,W03729.mp4,260
tưới cây,3,W03727T.mp4; W03727B.mp4; W03727N.mp4,148; 141; 148
tưởng,1,W03730.mp4,122
tưởng tượng,4,W03732T.mp4; W03732.mp4; W03732N.mp4; W03732B.mp4,106; 148; 89; 106
tượng,1,W03734.mp4,141
tượng đài,1,W03735.mp4,151
tạm biệt,1,W03075.mp4,94
tạo dáng,1,W03081.mp4,103
tạo thành,1,W00559.mp4,70
tải về,1,D0264.mp4,120
tấm lòng,1,W01204.mp4,93
tấm vải,3,W03105N.mp4; W03105B.mp4; W03105T.mp4,97; 137; 137
tấn công,1,W03107.mp4,96
tẩy chay,1,D0354.mp4,92
tận số,1,D0221.mp4,242
tập hợp (Toán học),1,W03110.mp4,76
tập hợp rỗng,1,W03111.mp4,73
tập làm văn,1,W03112.mp4,104
tập thể,1,W03115N.mp4,79
tập thể dục,2,W03116T.mp4; W03116B.mp4,138; 138
tập trung,1,W03117.mp4,95
tập viết,1,W03118.mp4,143
tặc lưỡi,1,W03099.mp4,91
tỉ lệ,1,W03377.mp4,107
tỉ mỉ,1,W03379.mp4,116
tỉ số,1,W03380.mp4,115
tỉ số phần trăm,1,W03381.mp4,87
tỉnh,1,D0002.mp4,147
tỉnh táo,1,D0300.mp4,95
tỏa hương,1,W03474.mp4,147
tống tiền,1,W03507.mp4,128
tồn tại,1,W00158.mp4,91
tổ chim,1,W03488.mp4,121
tổ tiên,1,W03494.mp4,112
tổ trưởng,1,W03495.mp4,134
tổng (số),1,W03502.mp4,118
tổng hợp,1,W03503.mp4,115
tổng kết/bế giảng,3,D0430T.mp4; D0430B.mp4; D0430N.mp4,80; 178; 178
tổng thống,3,W03505B.mp4; W03505T.mp4; W03505N.mp4,144; 132; 132
tờ báo,3,W03508N.mp4; W03508B.mp4; W03508T.mp4,123; 130; 123
tờ giấy,3,W03509N.mp4; W03509T.mp4; W03509B.mp4,132; 132; 128
tờ tiền,1,W03512.mp4,131
tụ tập,1,W03682.mp4,121
tủi thân,1,W03689.mp4,140
từ bỏ,1,W03710.mp4,154
từ chối,3,D0103N.mp4; D0103T.mp4; D0103B.mp4,97; 97; 179
từ ngữ,1,W03712.mp4,92
từ phải sang trái,1,W03713.mp4,71
từ trái nghĩa,3,W03714T.mp4; W03714B.mp4; W03714N.mp4,129; 138; 129
từ trái sang phải,1,W03715.mp4,76
từ đồng âm,1,W03711.mp4,70
tự (tự làm),1,W03568.mp4,91
tự do,3,W03717N.mp4; W03717B.mp4; W03717T.mp4,110; 144; 110
tự giác,1,D0037.mp4,109
tự hào,1,D0333.mp4,119
tự lập,3,W03719B.mp4; W03719T.mp4; W03719N.mp4,121; 110; 145
tự tin,3,W03720T.mp4; W03720B.mp4; W03720N.mp4,135; 130; 135
tự trọng,1,D0336.mp4,103
tự vệ,3,W03722T.mp4; W03722B.mp4; W03722N.mp4,132; 135; 153
u,1,D0514.mp4,77
u ám ( trời u ám),1,W03738.mp4,145
ung dung,1,W03740.mp4,248
ung thư,3,D0213B.mp4; D0213N.mp4; D0213T.mp4,106; 123; 106
uốn,1,W03745.mp4,79
uốn cong,1,W03746.mp4,114
uốn dẻo,1,W03747.mp4,114
uốn tóc,1,W03748.mp4,107
v,1,D0516.mp4,63
va chạm,1,W03759.mp4,61
va li,1,W03761.mp4,226
vai,1,W03767.mp4,148
vai trò,1,W03768.mp4,135
vi khuẩn,1,W03823.mp4,142
viết lia lịa,1,W03842.mp4,128
việc làm,1,W03835.mp4,90
viện bảo tàng,1,W03840.mp4,151
viện nghiên cứu,1,W03841.mp4,137
vua Hùng,1,W03887.mp4,105
vui chơi,3,W03888T.mp4; W03888N.mp4; W03888B.mp4,130; 96; 130
vui mừng,3,W03889N.mp4; W03889B.mp4; W03889T.mp4,73; 133; 133
vui sướng,3,W03890T.mp4; W03890N.mp4; W03890B.mp4,177; 111; 177
vui tính,1,W03892.mp4,137
vun đắp,1,W03894.mp4,110
vuông góc,1,W03911.mp4,108
vuốt tóc,1,W03909.mp4,130
vàng (kim loại),1,W03777.mp4,115
vàng bạc,1,W03778.mp4,118
vào,1,W03780.mp4,179
vào lớp,1,W03781.mp4,115
vào mùa,2,W03782B.mp4; W03782.mp4,128; 144
vá quần áo,1,W04062.mp4,137
vá xe,1,W03784.mp4,144
vác,1,W03762.mp4,117
vái lạy,1,W03770.mp4,132
vái tứ phương,1,W03771.mp4,152
vây bắt,1,W03810.mp4,111
vé,1,W03814.mp4,243
vênh váo,1,W03820.mp4,108
vì sao?,3,W03825B.mp4; W03825T.mp4; W03825N.mp4,127; 148; 148
ví dụ,3,W03828T.mp4; W03828N.mp4; W03828B.mp4,115; 143; 115
vòi nước,1,W03858.mp4,152
vòi voi,1,W03852.mp4,236
vòm lá,1,W03860.mp4,132
vòng cung,1,W03861.mp4,145
vòng nguyệt quế,1,D0216.mp4,125
vòng quanh Trái Đất,1,W03854.mp4,184
vòng tròn,1,W03863.mp4,154
vòng đeo tay,1,W03853.mp4,95
vòng đời,1,W03862.mp4,137
vô duyên,3,D0066B.mp4; D0066T.mp4; D0066N.mp4,109; 104; 104
vô lo vô nghĩ,1,W03867.mp4,136
vô lí,1,W03866.mp4,153
vô tâm,1,W03868.mp4,131
vô tình,1,D0039.mp4,139
vô tư,1,W03870.mp4,131
vô ý,1,W03871.mp4,141
vô ý thức,1,W03872.mp4,116
võ thuật,1,W03856.mp4,258
võng (cái võng),1,W03864.mp4,142
vùng vẫy (dành cho người),1,W03903.mp4,104
văn,1,W03786.mp4,141
văn bản,1,W03787.mp4,131
văn nghệ,3,W03793B.mp4; W03793T.mp4; W03793N.mp4,131; 131; 137
vĩ cầm,1,W03826.mp4,122
vĩ đại,1,W03827.mp4,102
vũ công,1,W03885.mp4,118
vũ trụ,1,W03886.mp4,127
vườn thú,1,W03917.mp4,101
vượt trội,1,W03924.mp4,99
vạch trần,1,W03765.mp4,135
vạch xuất phát,1,W03766.mp4,228
vạm vỡ,1,W03773.mp4,123
vạt áo,1,W03785.mp4,70
vải lụa,3,D0326B.mp4; D0326N.mp4; D0326T.mp4,114; 119; 114
vấn đề,3,W03799T.mp4; W03799B.mp4; W03799N.mp4,133; 134; 133
vầng trăng,2,W03805T.mp4; W03805N.mp4,147; 147
vẫn,3,D0168B.mp4; D0168N.mp4; D0168T.mp4,105; 106; 106
vẫy tay,1,W03812.mp4,241
vẫy vùng (cá),1,W03813.mp4,137
vận chuyển,1,W03800.mp4,85
vận tốc,1,W03804.mp4,118
vận động,1,W03801.mp4,105
vật,1,W03806.mp4,121
vật nuôi,3,W03809B.mp4; W03809N.mp4; W03809T.mp4,140; 144; 228
vắn tắt,1,W03794.mp4,110
vắng,3,W03795T.mp4; W03795N.mp4; W03795B.mp4,132; 134; 236
vắng lặng,1,W03796.mp4,94
vắt cam,1,W03797.mp4,100
vắt chanh,1,D0398.mp4,121
vết thương,1,W03821.mp4,105
về (Sài Gòn),1,D0158N.mp4,107
về 2 (Miền Bắc),2,D0159B.mp4; D0159T.mp4,124; 141
về 3 (đi về),1,D0160.mp4,129
về 4 (từ nơi khác về),1,D0161.mp4,110
về 5 (về nhà),1,D0162.mp4,120
vệ sinh cá nhân,1,W03819.mp4,124
vị ngữ,1,W03829.mp4,124
vị trí,1,W03832.mp4,133
vịnh,1,W03848.mp4,248
vịnh Hạ Long,1,W03849.mp4,145
vịt quay,1,D0389.mp4,113
vỏ,1,W03855.mp4,137
vồ,1,W03873.mp4,122
vỗ cánh,1,W03875.mp4,126
vỗ tay,1,W03876.mp4,238
vỗ về,1,D0235.mp4,96
vội vã,1,W03878.mp4,127
vớt,1,W03884.mp4,121
vở chèo,1,W03881.mp4,79
vỡ,1,W03882.mp4,119
vỡ lòng,1,W03883.mp4,118
vợt cầu lông,1,D0448.mp4,121
vững chắc,1,W03912.mp4,131
vực sâu,1,W01852.mp4,79
w,1,D0523.mp4,72
x,3,D0517N.mp4; D0517T.mp4; D0517B.mp4,106; 106; 173
xa cách,1,W03925.mp4,98
xa vô tận,1,W03869.mp4,262
xa xôi,1,W03928.mp4,135
xanh xao,3,W03938T.mp4; W03938N.mp4; W03938B.mp4,108; 108; 137
xe ben,1,W03960.mp4,152
xe container,1,D0176.mp4,150
xe cảnh sát,3,W03962B.mp4; W03962N.mp4; W03962T.mp4,115; 134; 134
xe cẩu,1,W03971.mp4,150
xe cứu hỏa,2,W03964B.mp4; W03964N.mp4,115; 201
xe cứu thương,1,W03965.mp4,107
xe khách,3,W03967N.mp4; W03967B.mp4; W03967T.mp4,141; 112; 140
xe lam,1,W03968.mp4,98
xe lu,1,W03969.mp4,98
xe máy,1,W03961.mp4,127
xe tải,1,W03615.mp4,131
xe đạp,1,W03959.mp4,109
xem,3,D0192B.mp4; D0192N.mp4; D0192T.mp4,88; 101; 101
xem xét,1,W03974.mp4,104
xem đã,1,D0196.mp4,113
xen,1,W03975.mp4,126
xin lỗi,1,W03990.mp4,104
xinh,1,W03991.mp4,105
xinh xắn,1,W03992.mp4,112
xoa đầu,1,D0105.mp4,186
xoá bỏ,1,W03995.mp4,99
xoáy,1,W03996.mp4,125
xu (tiền),1,W04006.mp4,77
xui xẻo,1,D0268N.mp4,116
xung phong,1,W04016.mp4,142
xung quanh nhà,1,W04017.mp4,159
xung đột,1,W04014.mp4,107
xuyên Việt,1,D0207.mp4,128
xuất hiện,3,W04010T.mp4; W04010N.mp4; W04010B.mp4,113; 113; 138
xuất khẩu,1,W04011.mp4,119
xuống,1,W04019.mp4,121
xà phòng,3,W03930N.mp4; W03930T.mp4; W03930B.mp4,91; 111; 121
xà phòng giặt,3,W03931B.mp4; W03931N.mp4; W03931T.mp4,103; 125; 125
xào,1,D0376.mp4,224
xác chết,1,W03940.mp4,91
xác định,1,W03941.mp4,94
xách nặng,1,W03943.mp4,154
xách túi,1,W03936.mp4,106
xâm hại tình dục,1,W02380.mp4,97
xâm lược,1,W03953.mp4,120
xây,3,W03956B.mp4; W03956T.mp4; W03956N.mp4,141; 134; 134
xây nhà,1,W03958.mp4,110
xã,1,W03939.mp4,226
xã hội,3,W03935B.mp4; W03935N.mp4; W03935T.mp4,126; 137; 137
xé rách,1,W03973.mp4,80
xì hơi (đánh rắm),2,W00175N.mp4; W00175.mp4,57; 99
xích đạo,1,W03986.mp4,137
xóa bảng,1,W03993.mp4,187
xóm làng,1,W03999.mp4,119
xô,1,W04000.mp4,125
xôi,1,W04001.mp4,110
xôi gà,1,D0089.mp4,130
xôi gấc,1,D0088.mp4,108
xông hơi,1,W04003.mp4,100
xúc xắc,1,W04013.mp4,120
xăm,1,W03947.mp4,114
xăng,1,W03948.mp4,113
xăng-ti-mét (cm),1,W03949.mp4,121
xăng-ti-mét-khối (cm3),1,W03950.mp4,159
xăng-ti-mét-vuông (cm2),1,W03951.mp4,145
xưa,3,W04025N.mp4; W04025T.mp4; W04025B.mp4,89; 144; 180
xương rồng,1,W04028.mp4,139
xả rác,1,W03933.mp4,72
xảy ra,1,D0258.mp4,103
xẻng,1,W03976.mp4,122
xếp,1,W03978.mp4,117
xếp hàng,1,W03979.mp4,100
xếp hàng dọc,1,W03980.mp4,92
xếp hàng ngang,1,W03981.mp4,98
xếp hàng ưu tiên,1,W03982.mp4,130
xếp hình,1,W03983.mp4,107
xịt côn trùng,1,W01043.mp4,153
xứ Nghệ,1,W04023.mp4,112
xử lý,1,D0115.mp4,131
y,1,D0518N.mp4,64
y tế,1,W04034.mp4,114
yên bình,1,W04044.mp4,151
yên lòng,1,W04046.mp4,146
yên ngựa,1,W00942.mp4,127
yên tâm,1,W04048.mp4,136
yêu cầu,3,W04057B.mp4; W04057T.mp4; W04057N.mp4,149; 225; 225
yêu mến (yêu quí),3,W04058B.mp4; W04058N.mp4; W04058T.mp4,103; 143; 143
yêu nước Việt Nam,1,D0232.mp4,320
yếm,1,W04041.mp4,88
yếu,3,W04059T.mp4; W04059N.mp4; W04059B.mp4,99; 99; 106
yếu tố,1,W04060.mp4,132
z,1,D0519.mp4,170
Âu Cơ,1,W00062.mp4,114
Ê Đê,1,W01357.mp4,128
Ê-ti-ô-pi-a (nước Ê-ti-ô-pi-a),1,W01360.mp4,136
Ô-lim-píc,1,D0215.mp4,140
ác,1,W00000.mp4,120
ác cảm,1,W00001.mp4,130
ác mộng,1,W00003.mp4,118
ác độc,1,W00002.mp4,114
áo,1,W00028.mp4,119
áo cánh,1,W00030.mp4,98
áo kẻ sọc,1,D0302.mp4,127
áo len,1,W00033.mp4,106
áo phao,1,W00034.mp4,130
áo phông,3,W00035B.mp4; W00035N.mp4; W00035T.mp4,157; 161; 159
áo đồng phục,3,W00032T.mp4; W00032B.mp4; W00032N.mp4,161; 175; 161
áo ấm,1,W00029.mp4,113
áp phích,1,W00036.mp4,141
â,3,D0491B.mp4; D0491N.mp4; D0491T.mp4,108; 111; 111
âm thanh,1,W00045.mp4,118
ân hận,3,W00057N.mp4; W00057T.mp4; W00057B.mp4,114; 126; 142
ê,3,D0497B.mp4; D0497T.mp4; D0497N.mp4,76; 129; 129
ích lợi,1,W01727.mp4,95
ít,1,W01730.mp4,106
ít hơn,1,W01731.mp4,131
ít nhất,1,W01732.mp4,110
óc,1,W02557.mp4,159
ô,3,D0507T.mp4; D0507B.mp4; D0507N.mp4,68; 84; 68
ô nhiễm,1,W02559.mp4,134
ô tô,1,W02561.mp4,107
ô ăn quan,1,W02558.mp4,111
ôm,1,W02565.mp4,102
ôn luyện,1,W02569.mp4,105
ôn tập,1,W02570.mp4,105
ông bà,3,D0151B.mp4; D0151N.mp4; D0151T.mp4,113; 112; 113
ông già,1,W02572.mp4,122
ông ngoại,3,W02575T.mp4; W02575N.mp4; W02575B.mp4,109; 84; 109
ông nội,3,W02576T.mp4; W02576N.mp4; W02576B.mp4,157; 84; 110
úp,1,W03749.mp4,110
ý chí,1,W04035.mp4,107
ý nghĩa,3,W04038T.mp4; W04038B.mp4; W04038N.mp4,124; 121; 124
ý thức,1,W04039.mp4,106
ý tưởng,1,W04040.mp4,131
ă,3,D0490B.mp4; D0490T.mp4; D0490N.mp4,89; 128; 128
ăn bám,1,D0338.mp4,98
ăn cóc,1,D0600.mp4,120
ăn diện,1,W00039.mp4,144
ăn hối lộ,1,W00040.mp4,142
ăn uống,1,W00042.mp4,280
ăn vú sữa,1,D0172.mp4,105
ăn vú sữa (bằng thìa),1,D0171.mp4,135
ăn vặt,1,W00043.mp4,119
ăn vụng,1,D0257.mp4,78
ăn vừa,1,D0441.mp4,123
ăn xin,1,W00044.mp4,116
ăn ít,1,D0442.mp4,82
ăn đủ,1,D0440.mp4,98
Điện Biên Phủ,1,W01207.mp4,154
Đu Bai (nước Đu Bai),1,D0011.mp4,100
Đông Dương,1,W01286.mp4,108
Đông Nam,1,W01262.mp4,115
Đông Nam Á,1,W01263.mp4,253
Đông Timor (nước Đông Timor),1,W01288.mp4,102
Đảng,1,D0425.mp4,108
Đắk Lắk,1,W01125.mp4,87
